"","i","j","path1","path2","overlap","union","jaccard","Cluster"
"200",13,25,"mmu05135:Yersinia infection","WP113:TGF beta signaling pathway",3,13,0.230769230769231,"Cluster_1"
"201",13,26,"mmu05135:Yersinia infection","mmu04620:Toll-like receptor signaling pathway",5,10,0.5,"Cluster_1"
"202",13,27,"mmu05135:Yersinia infection","mmu04722:Neurotrophin signaling pathway",4,12,0.333333333333333,"Cluster_1"
"203",14,15,"mmu04722:Neurotrophin signaling pathway","mmu04722:Neurotrophin signaling pathway",7,7,1,"Cluster_1"
"204",14,16,"mmu04722:Neurotrophin signaling pathway","mmu05323:Rheumatoid arthritis",1,14,0.0714285714285714,"Cluster_1"
"205",14,17,"mmu04722:Neurotrophin signaling pathway","mmu04668:TNF signaling pathway",4,15,0.266666666666667,"Cluster_1"
"206",14,18,"mmu04722:Neurotrophin signaling pathway","mmu05418:Fluid shear stress and atherosclerosis",4,14,0.285714285714286,"Cluster_1"
"207",14,19,"mmu04722:Neurotrophin signaling pathway","mmu04926:Relaxin signaling pathway",4,13,0.307692307692308,"Cluster_1"
"208",14,20,"mmu04722:Neurotrophin signaling pathway","mmu05135:Yersinia infection",4,12,0.333333333333333,"Cluster_1"
"209",14,21,"mmu04722:Neurotrophin signaling pathway","mmu05200:Pathways in cancer",6,17,0.352941176470588,"Cluster_1"
"210",14,22,"mmu04722:Neurotrophin signaling pathway","mmu04722:Neurotrophin signaling pathway",7,7,1,"Cluster_1"
"211",14,23,"mmu04722:Neurotrophin signaling pathway","mmu04657:IL-17 signaling pathway",3,10,0.3,"Cluster_1"
"212",14,24,"mmu04722:Neurotrophin signaling pathway","mmu05203:Viral carcinogenesis",4,12,0.333333333333333,"Cluster_1"
"213",14,25,"mmu04722:Neurotrophin signaling pathway","WP113:TGF beta signaling pathway",2,12,0.166666666666667,"Cluster_1"
"214",14,26,"mmu04722:Neurotrophin signaling pathway","mmu04620:Toll-like receptor signaling pathway",4,9,0.444444444444444,"Cluster_1"
"215",14,27,"mmu04722:Neurotrophin signaling pathway","mmu04722:Neurotrophin signaling pathway",7,7,1,"Cluster_1"
"216",15,16,"mmu04722:Neurotrophin signaling pathway","mmu05323:Rheumatoid arthritis",1,14,0.0714285714285714,"Cluster_1"
"217",15,17,"mmu04722:Neurotrophin signaling pathway","mmu04668:TNF signaling pathway",4,15,0.266666666666667,"Cluster_1"
"218",15,18,"mmu04722:Neurotrophin signaling pathway","mmu05418:Fluid shear stress and atherosclerosis",4,14,0.285714285714286,"Cluster_1"
"219",15,19,"mmu04722:Neurotrophin signaling pathway","mmu04926:Relaxin signaling pathway",4,13,0.307692307692308,"Cluster_1"
"220",15,20,"mmu04722:Neurotrophin signaling pathway","mmu05135:Yersinia infection",4,12,0.333333333333333,"Cluster_1"
"221",15,21,"mmu04722:Neurotrophin signaling pathway","mmu05200:Pathways in cancer",6,17,0.352941176470588,"Cluster_1"
"222",15,22,"mmu04722:Neurotrophin signaling pathway","mmu04722:Neurotrophin signaling pathway",7,7,1,"Cluster_1"
"223",15,23,"mmu04722:Neurotrophin signaling pathway","mmu04657:IL-17 signaling pathway",3,10,0.3,"Cluster_1"
"224",15,24,"mmu04722:Neurotrophin signaling pathway","mmu05203:Viral carcinogenesis",4,12,0.333333333333333,"Cluster_1"
"225",15,25,"mmu04722:Neurotrophin signaling pathway","WP113:TGF beta signaling pathway",2,12,0.166666666666667,"Cluster_1"
"226",15,26,"mmu04722:Neurotrophin signaling pathway","mmu04620:Toll-like receptor signaling pathway",4,9,0.444444444444444,"Cluster_1"
"227",15,27,"mmu04722:Neurotrophin signaling pathway","mmu04722:Neurotrophin signaling pathway",7,7,1,"Cluster_1"
"228",16,17,"mmu05323:Rheumatoid arthritis","mmu04668:TNF signaling pathway",5,15,0.333333333333333,"Cluster_1"
"229",16,18,"mmu05323:Rheumatoid arthritis","mmu05418:Fluid shear stress and atherosclerosis",5,14,0.357142857142857,"Cluster_1"
"230",16,19,"mmu05323:Rheumatoid arthritis","mmu04926:Relaxin signaling pathway",3,15,0.2,"Cluster_1"
"231",16,20,"mmu05323:Rheumatoid arthritis","mmu05135:Yersinia infection",3,14,0.214285714285714,"Cluster_1"
"232",16,21,"mmu05323:Rheumatoid arthritis","mmu05200:Pathways in cancer",3,21,0.142857142857143,"Cluster_1"
"233",16,22,"mmu05323:Rheumatoid arthritis","mmu04722:Neurotrophin signaling pathway",1,14,0.0714285714285714,"Cluster_1"
"234",16,23,"mmu05323:Rheumatoid arthritis","mmu04657:IL-17 signaling pathway",4,10,0.4,"Cluster_1"
"235",16,24,"mmu05323:Rheumatoid arthritis","mmu05203:Viral carcinogenesis",1,16,0.0625,"Cluster_1"
"236",16,25,"mmu05323:Rheumatoid arthritis","WP113:TGF beta signaling pathway",2,13,0.153846153846154,"Cluster_1"
"237",16,26,"mmu05323:Rheumatoid arthritis","mmu04620:Toll-like receptor signaling pathway",2,12,0.166666666666667,"Cluster_1"
"238",16,27,"mmu05323:Rheumatoid arthritis","mmu04722:Neurotrophin signaling pathway",1,14,0.0714285714285714,"Cluster_1"
"239",17,18,"mmu04668:TNF signaling pathway","mmu05418:Fluid shear stress and atherosclerosis",6,17,0.352941176470588,"Cluster_1"
"240",17,19,"mmu04668:TNF signaling pathway","mmu04926:Relaxin signaling pathway",5,17,0.294117647058824,"Cluster_1"
"241",17,20,"mmu04668:TNF signaling pathway","mmu05135:Yersinia infection",6,15,0.4,"Cluster_1"
"242",17,21,"mmu04668:TNF signaling pathway","mmu05200:Pathways in cancer",5,23,0.217391304347826,"Cluster_1"
"243",17,22,"mmu04668:TNF signaling pathway","mmu04722:Neurotrophin signaling pathway",4,15,0.266666666666667,"Cluster_1"
"244",17,23,"mmu04668:TNF signaling pathway","mmu04657:IL-17 signaling pathway",6,12,0.5,"Cluster_1"
"245",17,24,"mmu04668:TNF signaling pathway","mmu05203:Viral carcinogenesis",4,17,0.235294117647059,"Cluster_1"
"246",17,25,"mmu04668:TNF signaling pathway","WP113:TGF beta signaling pathway",3,16,0.1875,"Cluster_1"
"247",17,26,"mmu04668:TNF signaling pathway","mmu04620:Toll-like receptor signaling pathway",5,13,0.384615384615385,"Cluster_1"
"248",17,27,"mmu04668:TNF signaling pathway","mmu04722:Neurotrophin signaling pathway",4,15,0.266666666666667,"Cluster_1"
"249",18,19,"mmu05418:Fluid shear stress and atherosclerosis","mmu04926:Relaxin signaling pathway",5,16,0.3125,"Cluster_1"
"250",18,20,"mmu05418:Fluid shear stress and atherosclerosis","mmu05135:Yersinia infection",5,15,0.333333333333333,"Cluster_1"
"251",18,21,"mmu05418:Fluid shear stress and atherosclerosis","mmu05200:Pathways in cancer",6,21,0.285714285714286,"Cluster_1"
"252",18,22,"mmu05418:Fluid shear stress and atherosclerosis","mmu04722:Neurotrophin signaling pathway",4,14,0.285714285714286,"Cluster_1"
"253",18,23,"mmu05418:Fluid shear stress and atherosclerosis","mmu04657:IL-17 signaling pathway",4,13,0.307692307692308,"Cluster_1"
"254",18,24,"mmu05418:Fluid shear stress and atherosclerosis","mmu05203:Viral carcinogenesis",3,17,0.176470588235294,"Cluster_1"
"255",18,25,"mmu05418:Fluid shear stress and atherosclerosis","WP113:TGF beta signaling pathway",3,15,0.2,"Cluster_1"
"256",18,26,"mmu05418:Fluid shear stress and atherosclerosis","mmu04620:Toll-like receptor signaling pathway",4,13,0.307692307692308,"Cluster_1"
"257",18,27,"mmu05418:Fluid shear stress and atherosclerosis","mmu04722:Neurotrophin signaling pathway",4,14,0.285714285714286,"Cluster_1"
"258",19,20,"mmu04926:Relaxin signaling pathway","mmu05135:Yersinia infection",5,14,0.357142857142857,"Cluster_1"
"259",19,21,"mmu04926:Relaxin signaling pathway","mmu05200:Pathways in cancer",7,19,0.368421052631579,"Cluster_1"
"260",19,22,"mmu04926:Relaxin signaling pathway","mmu04722:Neurotrophin signaling pathway",4,13,0.307692307692308,"Cluster_1"
"261",19,23,"mmu04926:Relaxin signaling pathway","mmu04657:IL-17 signaling pathway",4,12,0.333333333333333,"Cluster_1"
"262",19,24,"mmu04926:Relaxin signaling pathway","mmu05203:Viral carcinogenesis",4,15,0.266666666666667,"Cluster_1"
"263",19,25,"mmu04926:Relaxin signaling pathway","WP113:TGF beta signaling pathway",3,14,0.214285714285714,"Cluster_1"
"264",19,26,"mmu04926:Relaxin signaling pathway","mmu04620:Toll-like receptor signaling pathway",5,11,0.454545454545455,"Cluster_1"
"265",19,27,"mmu04926:Relaxin signaling pathway","mmu04722:Neurotrophin signaling pathway",4,13,0.307692307692308,"Cluster_1"
"266",20,21,"mmu05135:Yersinia infection","mmu05200:Pathways in cancer",6,19,0.315789473684211,"Cluster_1"
"267",20,22,"mmu05135:Yersinia infection","mmu04722:Neurotrophin signaling pathway",4,12,0.333333333333333,"Cluster_1"
"268",20,23,"mmu05135:Yersinia infection","mmu04657:IL-17 signaling pathway",5,10,0.5,"Cluster_1"
"269",20,24,"mmu05135:Yersinia infection","mmu05203:Viral carcinogenesis",4,14,0.285714285714286,"Cluster_1"
"270",20,25,"mmu05135:Yersinia infection","WP113:TGF beta signaling pathway",3,13,0.230769230769231,"Cluster_1"
"271",20,26,"mmu05135:Yersinia infection","mmu04620:Toll-like receptor signaling pathway",5,10,0.5,"Cluster_1"
"272",20,27,"mmu05135:Yersinia infection","mmu04722:Neurotrophin signaling pathway",4,12,0.333333333333333,"Cluster_1"
"273",21,22,"mmu05200:Pathways in cancer","mmu04722:Neurotrophin signaling pathway",6,17,0.352941176470588,"Cluster_1"
"274",21,23,"mmu05200:Pathways in cancer","mmu04657:IL-17 signaling pathway",4,18,0.222222222222222,"Cluster_1"
"275",21,24,"mmu05200:Pathways in cancer","mmu05203:Viral carcinogenesis",5,20,0.25,"Cluster_1"
"276",21,25,"mmu05200:Pathways in cancer","WP113:TGF beta signaling pathway",4,19,0.210526315789474,"Cluster_1"
"277",21,26,"mmu05200:Pathways in cancer","mmu04620:Toll-like receptor signaling pathway",5,17,0.294117647058824,"Cluster_1"
"278",21,27,"mmu05200:Pathways in cancer","mmu04722:Neurotrophin signaling pathway",6,17,0.352941176470588,"Cluster_1"
"279",22,23,"mmu04722:Neurotrophin signaling pathway","mmu04657:IL-17 signaling pathway",3,10,0.3,"Cluster_1"
"280",22,24,"mmu04722:Neurotrophin signaling pathway","mmu05203:Viral carcinogenesis",4,12,0.333333333333333,"Cluster_1"
"281",22,25,"mmu04722:Neurotrophin signaling pathway","WP113:TGF beta signaling pathway",2,12,0.166666666666667,"Cluster_1"
"282",22,26,"mmu04722:Neurotrophin signaling pathway","mmu04620:Toll-like receptor signaling pathway",4,9,0.444444444444444,"Cluster_1"
"283",22,27,"mmu04722:Neurotrophin signaling pathway","mmu04722:Neurotrophin signaling pathway",7,7,1,"Cluster_1"
"284",23,24,"mmu04657:IL-17 signaling pathway","mmu05203:Viral carcinogenesis",3,12,0.25,"Cluster_1"
"285",23,25,"mmu04657:IL-17 signaling pathway","WP113:TGF beta signaling pathway",3,10,0.3,"Cluster_1"
"286",23,26,"mmu04657:IL-17 signaling pathway","mmu04620:Toll-like receptor signaling pathway",4,8,0.5,"Cluster_1"
"287",23,27,"mmu04657:IL-17 signaling pathway","mmu04722:Neurotrophin signaling pathway",3,10,0.3,"Cluster_1"
"288",24,25,"mmu05203:Viral carcinogenesis","WP113:TGF beta signaling pathway",2,14,0.142857142857143,"Cluster_1"
"289",24,26,"mmu05203:Viral carcinogenesis","mmu04620:Toll-like receptor signaling pathway",4,11,0.363636363636364,"Cluster_1"
"290",24,27,"mmu05203:Viral carcinogenesis","mmu04722:Neurotrophin signaling pathway",4,12,0.333333333333333,"Cluster_1"
"291",25,26,"WP113:TGF beta signaling pathway","mmu04620:Toll-like receptor signaling pathway",4,9,0.444444444444444,"Cluster_1"
"292",25,27,"WP113:TGF beta signaling pathway","mmu04722:Neurotrophin signaling pathway",2,12,0.166666666666667,"Cluster_1"
"293",26,27,"mmu04620:Toll-like receptor signaling pathway","mmu04722:Neurotrophin signaling pathway",4,9,0.444444444444444,"Cluster_1"
"294",1,2,"R-MMU-3700989~Transcriptional Regulation by TP53","R-MMU-74160~Gene expression (Transcription)",18,34,0.529411764705882,"Cluster_10"
"295",1,3,"R-MMU-3700989~Transcriptional Regulation by TP53","R-MMU-8953897~Cellular responses to stimuli",5,31,0.161290322580645,"Cluster_10"
"296",1,4,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu04110:Cell cycle",6,28,0.214285714285714,"Cluster_10"
"297",1,5,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu04115:p53 signaling pathway",5,21,0.238095238095238,"Cluster_10"
"298",1,6,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05200:Pathways in cancer",6,30,0.2,"Cluster_10"
"299",1,7,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu04064:NF-kappa B signaling pathway",1,23,0.0434782608695652,"Cluster_10"
"300",1,8,"R-MMU-3700989~Transcriptional Regulation by TP53","R-MMU-3700989~Transcriptional Regulation by TP53",18,18,1,"Cluster_10"
"301",1,9,"R-MMU-3700989~Transcriptional Regulation by TP53","R-MMU-1640170~Cell Cycle",8,43,0.186046511627907,"Cluster_10"
"302",1,10,"R-MMU-3700989~Transcriptional Regulation by TP53","R-MMU-69620~Cell Cycle Checkpoints",6,28,0.214285714285714,"Cluster_10"
"303",1,11,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu03030:DNA replication",2,23,0.0869565217391304,"Cluster_10"
"304",1,12,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu03030:DNA replication",2,23,0.0869565217391304,"Cluster_10"
"305",1,13,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05203:Viral carcinogenesis",4,25,0.16,"Cluster_10"
"306",1,16,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05203:Viral carcinogenesis",4,25,0.16,"Cluster_10"
"307",2,3,"R-MMU-74160~Gene expression (Transcription)","R-MMU-8953897~Cellular responses to stimuli",7,45,0.155555555555556,"Cluster_10"
"308",2,4,"R-MMU-74160~Gene expression (Transcription)","mmu04110:Cell cycle",7,43,0.162790697674419,"Cluster_10"
"309",2,5,"R-MMU-74160~Gene expression (Transcription)","mmu04115:p53 signaling pathway",5,37,0.135135135135135,"Cluster_10"
"310",2,6,"R-MMU-74160~Gene expression (Transcription)","mmu05200:Pathways in cancer",7,45,0.155555555555556,"Cluster_10"
"311",2,7,"R-MMU-74160~Gene expression (Transcription)","mmu04064:NF-kappa B signaling pathway",1,39,0.0256410256410256,"Cluster_10"
"312",2,8,"R-MMU-74160~Gene expression (Transcription)","R-MMU-3700989~Transcriptional Regulation by TP53",18,34,0.529411764705882,"Cluster_10"
"313",2,9,"R-MMU-74160~Gene expression (Transcription)","R-MMU-1640170~Cell Cycle",10,57,0.175438596491228,"Cluster_10"
"314",2,10,"R-MMU-74160~Gene expression (Transcription)","R-MMU-69620~Cell Cycle Checkpoints",6,44,0.136363636363636,"Cluster_10"
"315",2,11,"R-MMU-74160~Gene expression (Transcription)","mmu03030:DNA replication",2,39,0.0512820512820513,"Cluster_10"
"316",2,12,"R-MMU-74160~Gene expression (Transcription)","mmu03030:DNA replication",2,39,0.0512820512820513,"Cluster_10"
"317",2,13,"R-MMU-74160~Gene expression (Transcription)","mmu05203:Viral carcinogenesis",5,40,0.125,"Cluster_10"
"318",2,15,"R-MMU-74160~Gene expression (Transcription)","mmu04657:IL-17 signaling pathway",1,41,0.024390243902439,"Cluster_10"
"319",2,16,"R-MMU-74160~Gene expression (Transcription)","mmu05203:Viral carcinogenesis",5,40,0.125,"Cluster_10"
"320",2,17,"R-MMU-74160~Gene expression (Transcription)","mmu04657:IL-17 signaling pathway",1,41,0.024390243902439,"Cluster_10"
"321",3,4,"R-MMU-8953897~Cellular responses to stimuli","mmu04110:Cell cycle",4,30,0.133333333333333,"Cluster_10"
"322",3,5,"R-MMU-8953897~Cellular responses to stimuli","mmu04115:p53 signaling pathway",3,23,0.130434782608696,"Cluster_10"
"323",3,6,"R-MMU-8953897~Cellular responses to stimuli","mmu05200:Pathways in cancer",9,27,0.333333333333333,"Cluster_10"
"324",3,7,"R-MMU-8953897~Cellular responses to stimuli","mmu04064:NF-kappa B signaling pathway",1,23,0.0434782608695652,"Cluster_10"
"325",3,8,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-3700989~Transcriptional Regulation by TP53",5,31,0.161290322580645,"Cluster_10"
"326",3,9,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-1640170~Cell Cycle",8,43,0.186046511627907,"Cluster_10"
"327",3,10,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-69620~Cell Cycle Checkpoints",5,29,0.172413793103448,"Cluster_10"
"328",3,13,"R-MMU-8953897~Cellular responses to stimuli","mmu05203:Viral carcinogenesis",6,23,0.260869565217391,"Cluster_10"
"329",3,14,"R-MMU-8953897~Cellular responses to stimuli","mmu04668:TNF signaling pathway",2,25,0.08,"Cluster_10"
"330",3,15,"R-MMU-8953897~Cellular responses to stimuli","mmu04657:IL-17 signaling pathway",3,23,0.130434782608696,"Cluster_10"
"331",3,16,"R-MMU-8953897~Cellular responses to stimuli","mmu05203:Viral carcinogenesis",6,23,0.260869565217391,"Cluster_10"
"332",3,17,"R-MMU-8953897~Cellular responses to stimuli","mmu04657:IL-17 signaling pathway",3,23,0.130434782608696,"Cluster_10"
"333",4,5,"mmu04110:Cell cycle","mmu04115:p53 signaling pathway",6,18,0.333333333333333,"Cluster_10"
"334",4,6,"mmu04110:Cell cycle","mmu05200:Pathways in cancer",8,26,0.307692307692308,"Cluster_10"
"335",4,7,"mmu04110:Cell cycle","mmu04064:NF-kappa B signaling pathway",3,19,0.157894736842105,"Cluster_10"
"336",4,8,"mmu04110:Cell cycle","R-MMU-3700989~Transcriptional Regulation by TP53",6,28,0.214285714285714,"Cluster_10"
"337",4,9,"mmu04110:Cell cycle","R-MMU-1640170~Cell Cycle",12,37,0.324324324324324,"Cluster_10"
"338",4,10,"mmu04110:Cell cycle","R-MMU-69620~Cell Cycle Checkpoints",9,23,0.391304347826087,"Cluster_10"
"339",4,11,"mmu04110:Cell cycle","mmu03030:DNA replication",3,20,0.15,"Cluster_10"
"340",4,12,"mmu04110:Cell cycle","mmu03030:DNA replication",3,20,0.15,"Cluster_10"
"341",4,13,"mmu04110:Cell cycle","mmu05203:Viral carcinogenesis",4,23,0.173913043478261,"Cluster_10"
"342",4,16,"mmu04110:Cell cycle","mmu05203:Viral carcinogenesis",4,23,0.173913043478261,"Cluster_10"
"343",5,6,"mmu04115:p53 signaling pathway","mmu05200:Pathways in cancer",6,20,0.3,"Cluster_10"
"344",5,7,"mmu04115:p53 signaling pathway","mmu04064:NF-kappa B signaling pathway",3,11,0.272727272727273,"Cluster_10"
"345",5,8,"mmu04115:p53 signaling pathway","R-MMU-3700989~Transcriptional Regulation by TP53",5,21,0.238095238095238,"Cluster_10"
"346",5,9,"mmu04115:p53 signaling pathway","R-MMU-1640170~Cell Cycle",3,38,0.0789473684210526,"Cluster_10"
"347",5,10,"mmu04115:p53 signaling pathway","R-MMU-69620~Cell Cycle Checkpoints",3,21,0.142857142857143,"Cluster_10"
"348",5,13,"mmu04115:p53 signaling pathway","mmu05203:Viral carcinogenesis",3,16,0.1875,"Cluster_10"
"349",5,16,"mmu04115:p53 signaling pathway","mmu05203:Viral carcinogenesis",3,16,0.1875,"Cluster_10"
"350",6,7,"mmu05200:Pathways in cancer","mmu04064:NF-kappa B signaling pathway",5,19,0.263157894736842,"Cluster_10"
"351",6,8,"mmu05200:Pathways in cancer","R-MMU-3700989~Transcriptional Regulation by TP53",6,30,0.2,"Cluster_10"
"352",6,9,"mmu05200:Pathways in cancer","R-MMU-1640170~Cell Cycle",5,46,0.108695652173913,"Cluster_10"
"353",6,10,"mmu05200:Pathways in cancer","R-MMU-69620~Cell Cycle Checkpoints",4,30,0.133333333333333,"Cluster_10"
"354",6,13,"mmu05200:Pathways in cancer","mmu05203:Viral carcinogenesis",7,22,0.318181818181818,"Cluster_10"
"355",6,14,"mmu05200:Pathways in cancer","mmu04668:TNF signaling pathway",3,24,0.125,"Cluster_10"
"356",6,15,"mmu05200:Pathways in cancer","mmu04657:IL-17 signaling pathway",3,23,0.130434782608696,"Cluster_10"
"357",6,16,"mmu05200:Pathways in cancer","mmu05203:Viral carcinogenesis",7,22,0.318181818181818,"Cluster_10"
"358",6,17,"mmu05200:Pathways in cancer","mmu04657:IL-17 signaling pathway",3,23,0.130434782608696,"Cluster_10"
"359",7,8,"mmu04064:NF-kappa B signaling pathway","R-MMU-3700989~Transcriptional Regulation by TP53",1,23,0.0434782608695652,"Cluster_10"
"360",7,13,"mmu04064:NF-kappa B signaling pathway","mmu05203:Viral carcinogenesis",2,15,0.133333333333333,"Cluster_10"
"361",7,14,"mmu04064:NF-kappa B signaling pathway","mmu04668:TNF signaling pathway",3,12,0.25,"Cluster_10"
"362",7,15,"mmu04064:NF-kappa B signaling pathway","mmu04657:IL-17 signaling pathway",2,12,0.166666666666667,"Cluster_10"
"363",7,16,"mmu04064:NF-kappa B signaling pathway","mmu05203:Viral carcinogenesis",2,15,0.133333333333333,"Cluster_10"
"364",7,17,"mmu04064:NF-kappa B signaling pathway","mmu04657:IL-17 signaling pathway",2,12,0.166666666666667,"Cluster_10"
"365",8,9,"R-MMU-3700989~Transcriptional Regulation by TP53","R-MMU-1640170~Cell Cycle",8,43,0.186046511627907,"Cluster_10"
"366",8,10,"R-MMU-3700989~Transcriptional Regulation by TP53","R-MMU-69620~Cell Cycle Checkpoints",6,28,0.214285714285714,"Cluster_10"
"367",8,11,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu03030:DNA replication",2,23,0.0869565217391304,"Cluster_10"
"368",8,12,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu03030:DNA replication",2,23,0.0869565217391304,"Cluster_10"
"369",8,13,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05203:Viral carcinogenesis",4,25,0.16,"Cluster_10"
"370",8,16,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05203:Viral carcinogenesis",4,25,0.16,"Cluster_10"
"371",9,10,"R-MMU-1640170~Cell Cycle","R-MMU-69620~Cell Cycle Checkpoints",16,33,0.484848484848485,"Cluster_10"
"372",9,11,"R-MMU-1640170~Cell Cycle","mmu03030:DNA replication",7,33,0.212121212121212,"Cluster_10"
"373",9,12,"R-MMU-1640170~Cell Cycle","mmu03030:DNA replication",7,33,0.212121212121212,"Cluster_10"
"374",9,13,"R-MMU-1640170~Cell Cycle","mmu05203:Viral carcinogenesis",4,40,0.1,"Cluster_10"
"375",9,15,"R-MMU-1640170~Cell Cycle","mmu04657:IL-17 signaling pathway",1,40,0.025,"Cluster_10"
"376",9,16,"R-MMU-1640170~Cell Cycle","mmu05203:Viral carcinogenesis",4,40,0.1,"Cluster_10"
"377",9,17,"R-MMU-1640170~Cell Cycle","mmu04657:IL-17 signaling pathway",1,40,0.025,"Cluster_10"
"378",10,11,"R-MMU-69620~Cell Cycle Checkpoints","mmu03030:DNA replication",3,20,0.15,"Cluster_10"
"379",10,12,"R-MMU-69620~Cell Cycle Checkpoints","mmu03030:DNA replication",3,20,0.15,"Cluster_10"
"380",10,13,"R-MMU-69620~Cell Cycle Checkpoints","mmu05203:Viral carcinogenesis",4,23,0.173913043478261,"Cluster_10"
"381",10,16,"R-MMU-69620~Cell Cycle Checkpoints","mmu05203:Viral carcinogenesis",4,23,0.173913043478261,"Cluster_10"
"382",11,12,"mmu03030:DNA replication","mmu03030:DNA replication",7,7,1,"Cluster_10"
"383",13,14,"mmu05203:Viral carcinogenesis","mmu04668:TNF signaling pathway",4,16,0.25,"Cluster_10"
"384",13,15,"mmu05203:Viral carcinogenesis","mmu04657:IL-17 signaling pathway",2,17,0.117647058823529,"Cluster_10"
"385",13,16,"mmu05203:Viral carcinogenesis","mmu05203:Viral carcinogenesis",11,11,1,"Cluster_10"
"386",13,17,"mmu05203:Viral carcinogenesis","mmu04657:IL-17 signaling pathway",2,17,0.117647058823529,"Cluster_10"
"387",14,15,"mmu04668:TNF signaling pathway","mmu04657:IL-17 signaling pathway",5,12,0.416666666666667,"Cluster_10"
"388",14,16,"mmu04668:TNF signaling pathway","mmu05203:Viral carcinogenesis",4,16,0.25,"Cluster_10"
"389",14,17,"mmu04668:TNF signaling pathway","mmu04657:IL-17 signaling pathway",5,12,0.416666666666667,"Cluster_10"
"390",15,16,"mmu04657:IL-17 signaling pathway","mmu05203:Viral carcinogenesis",2,17,0.117647058823529,"Cluster_10"
"391",15,17,"mmu04657:IL-17 signaling pathway","mmu04657:IL-17 signaling pathway",8,8,1,"Cluster_10"
"392",16,17,"mmu05203:Viral carcinogenesis","mmu04657:IL-17 signaling pathway",2,17,0.117647058823529,"Cluster_10"
"393",1,2,"R-MMU-72766~Translation","mmu03010:Ribosome",59,61,0.967213114754098,"Cluster_12"
"394",1,3,"R-MMU-72766~Translation","mmu05012:Parkinson disease",1,81,0.0123456790123457,"Cluster_12"
"395",1,7,"R-MMU-72766~Translation","R-MMU-168249~Innate Immune System",2,88,0.0227272727272727,"Cluster_12"
"396",1,8,"R-MMU-72766~Translation","R-MMU-9020702~Interleukin-1 signaling",1,68,0.0147058823529412,"Cluster_12"
"397",1,9,"R-MMU-72766~Translation","R-MMU-9755511~KEAP1-NFE2L2 pathway",1,66,0.0151515151515152,"Cluster_12"
"398",1,10,"R-MMU-72766~Translation","R-MMU-8953897~Cellular responses to stimuli",1,80,0.0125,"Cluster_12"
"399",1,12,"R-MMU-72766~Translation","R-MMU-9020702~Interleukin-1 signaling",1,68,0.0147058823529412,"Cluster_12"
"400",1,15,"R-MMU-72766~Translation","R-MMU-9755511~KEAP1-NFE2L2 pathway",1,66,0.0151515151515152,"Cluster_12"
"401",2,3,"mmu03010:Ribosome","mmu05012:Parkinson disease",1,81,0.0123456790123457,"Cluster_12"
"402",2,7,"mmu03010:Ribosome","R-MMU-168249~Innate Immune System",1,89,0.0112359550561798,"Cluster_12"
"403",2,8,"mmu03010:Ribosome","R-MMU-9020702~Interleukin-1 signaling",1,68,0.0147058823529412,"Cluster_12"
"404",2,9,"mmu03010:Ribosome","R-MMU-9755511~KEAP1-NFE2L2 pathway",1,66,0.0151515151515152,"Cluster_12"
"405",2,10,"mmu03010:Ribosome","R-MMU-8953897~Cellular responses to stimuli",1,80,0.0125,"Cluster_12"
"406",2,12,"mmu03010:Ribosome","R-MMU-9020702~Interleukin-1 signaling",1,68,0.0147058823529412,"Cluster_12"
"407",2,15,"mmu03010:Ribosome","R-MMU-9755511~KEAP1-NFE2L2 pathway",1,66,0.0151515151515152,"Cluster_12"
"408",3,4,"mmu05012:Parkinson disease","mmu00190:Oxidative phosphorylation",12,26,0.461538461538462,"Cluster_12"
"409",3,5,"mmu05012:Parkinson disease","mmu05208:Chemical carcinogenesis - reactive oxygen species",12,26,0.461538461538462,"Cluster_12"
"410",3,6,"mmu05012:Parkinson disease","mmu05014:Amyotrophic lateral sclerosis",17,25,0.68,"Cluster_12"
"411",3,7,"mmu05012:Parkinson disease","R-MMU-168249~Innate Immune System",7,45,0.155555555555556,"Cluster_12"
"412",3,8,"mmu05012:Parkinson disease","R-MMU-9020702~Interleukin-1 signaling",5,26,0.192307692307692,"Cluster_12"
"413",3,9,"mmu05012:Parkinson disease","R-MMU-9755511~KEAP1-NFE2L2 pathway",5,24,0.208333333333333,"Cluster_12"
"414",3,10,"mmu05012:Parkinson disease","R-MMU-8953897~Cellular responses to stimuli",11,32,0.34375,"Cluster_12"
"415",3,12,"mmu05012:Parkinson disease","R-MMU-9020702~Interleukin-1 signaling",5,26,0.192307692307692,"Cluster_12"
